trial_id,study_title,standardised_condition,original_condition,country_codes,countries,centre,intervention,source_register,date_registration,date_enrollment,study_type,phase,randomization,placebo,masking,primary_purpose,endpoint_classification,intervention_model,primary_outcome,secondary_outcome,target_sample_size,inclusion_age_min,inclusion_age_max,inclusion_gender,pregnant_participants,inclusion_criteria,exclusion_criteria,primary_sponsor,results_ind,results_date_completed,results_date_posted,retrospective_flag,Year,sponsor_category,income_level,results_posted
NCT01539161,REVEAL CHAGAS: CLINICAL EVIDENCE OF THE IMPLANTABLE CARDIAC MONITOR IN PATIENTS WITH CHAGAS DISEASE,Chagas Disease,Chagas Disease;Heart Diseases;Chagas Disease;Heart Diseases,ARG|BRA|COL,Argentina;Colombia;Argentina;Colombia;Brazil;Argentina;Colombia;Argentina;Colombia;Brazil,Multi-Country,Device: Implantable Cardiac Monitor;Procedure: Standard of Care;Device: Implantable Cardiac Monitor;Procedure: Standard of Care,ClinicalTrials.gov,2012-02-09,,INTERVENTIONAL,PHASE IV TRIAL,RANDOMIZED,,OPEN LABEL,,EFFICACY,PARALLEL,To compare the time to the physician's decision to treat for electrical disorders (brady/tachyarrhythmias) between the two randomized groups.;To compare the time to the physician's decision to treat for electrical disorders (brady/tachyarrhythmias) between the two randomized groups.,Summarize the recorded arrhythmic events stored within the ICM (bradyarrhythmia and tachyarrhythmia.;Compute the time duration spent in arrhythmias for ICM patients.;Compute the incidence of symptomatic arrhythmias in patients with an ICM;Compare the time to the physician's decision to treat with components of the composite primary endpoint between randomization arms.;Compare the mortality rate between randomization arms.;Summarize the recorded arrhythmic events stored within the ICM (bradyarrhythmia and tachyarrhythmia.;Compute the time duration spent in arrhythmias for ICM patients.;Compute the incidence of symptomatic arrhythmias in patients with an ICM;Compare the time to the physician's decision to treat with components of the composite primary endpoint between randomization arms.;Compare the mortality rate between randomization arms.,12.0,21Y,NO LIMIT,MALE AND FEMALE,,"inclusion criteria: - have chagas disease, confirmed by two serological tests. - provide evidence through any of the following diagnosis methods: rest ecg, 24 hour holter monitoring, electrophysiological study, stress test or loop monitoring, at least one electrical disorder consistent with sinus bradycardia greater than 45 and lower than 60 bpm, sinus arrest not greater than 2.0 seconds, second degree atrial sinus block, intraventricular conduction disorders such as right branch, left branch or a bifascicular blockage type, first degree a-v blockage, or of type i second degree av block without associated bradycardia, atrial and/or ventricular arrhythmias that do not constitute an indication for pacemaker implant, icd or mapping and radio frequency ablation. - be asymptomatic or having minimal isolated unspecific symptoms not consistent with cardiac arrest, aborted sudden death, syncope, frequent and recurrent palpitations, cardiac failure, and lower extremity edema. - have ejection fraction of left ventricle >35% - be able to give his/her written informed consent. - subject should be > 21 years old. - be able to return for follow-up visits as required.","exclusion criteria: - class i or ii (according to aha/hrs/esc guidelines) indication for final implantation of pacemaker, icd, or cardiac resynchronizer. - exhibit extrinsic causes of sinus dysfunction or a-v blockage. - exhibit infiltrative myocardial diseases such as tumors or associated valvular defects. - suffer any concurrent disease that may limit the follow up or evaluation. - suffer aftereffects of cerebral embolism. - suffer ablation or isolation of pulmonary veins previous to their inclusion in the study. - not being able or willing to comply with the follow-up schedule. - have previous lesions of the spinal cord or aftereffects of skull trauma. - have a record of epilepsy. - receive pharmacological treatment for other diseases that may modify the autonomic function. - have a record of myocardial infarction. - history of alcohol abuse or drug addiction. - history of emotional instability, unstable psychiatric disorders or are under treatment for such disorders. - have previously implanted pacemakers, cardiodefibrillators or crt systems. - are included or intend to participate in another study of devices during the course of this study. - have a clinical condition that may limit life expectancy to - use of antiarrhythmic drugs, except beta blockers ;",MEDTRONIC CARDIAC RHYTHM AND HEART FAILURE,No,,,YES,2012,Other,Upper middle,False
RBR-95jnqp,EFFECT OF CARVEDILOL AND ANTIOXIDANT VITAMINS (E AND C) IN PATIENTS WITH CHRONIC CHAGAS CARDIOPATHY,Chagas Disease,Chagas' disease (chronic) with heart involvement;A00-B99;C03.752.300.900.200,BRA,Brazil,Single Country,"Initially all patients, regardless of which group they belonged, according to the degree of cardiac involvement (Ia, Ib, II and III) received carvedilol 12.5 mg three times daily for six months, orally. After this period, along with the carvedilol was added antioxidant therapy for all patients (regardless of which group they were framed), vitamin supplementation with 800 IU of vitamin E and 500mg of vitamin C per day for a further period of six months, orally .control group: no treatment;drug;dietary supplement;VS2.002.001.011",REBEC,2012-01-04,2010-01-01,INTERVENTIONAL,PHASE IV TRIAL,NON-RANDOMIZED,,MASKING: BLINDED|DOUBLE,,,,"Check the isolated effect of carvedilol for 6 months and the effect of combined therapy with antioxidant vitamin supplementation after 6 months, the blood of patients with chronic Chagas heart disease in different evolutionary stages.For this clinical evaluation was performed to allow verification of signs and cardiovascular and digestive symptoms consistent with Chagas disease, as well as for making a differential diagnosis with other cardiac or noncardiac disease that could affect the cardiovascular system. As patients were included in this study, they made over a period of one week a laboratory evaluation including complete blood count, glucose, urea and creatinine, uric acid, total cholesterol, LDL, HDL, triglycerides, sodium, calcium and potassium, total proteins and fractions, liver function tests and thyroid, examination of stools and urine analysis for abnormal elements and sediment. These tests were performed throughout this study when clinically required. The first 30 days after inclusion were performed the following tests: the conventional resting ECG with 12 leads, chest x-ray postero-anterior and lateral, one and two dimensional echocardiography and Doppler study of oxidative stress.Similarly, throughout the study, these tests were repeated annually and when they were needed, that is, with the patient's clinical change, except the study of oxidative stress was always performed after the intervention occurred. Antioxidant defenses and oxidative stress biomarkers were measured in the study three times in their respective groups, one before surgery and 2 after carvedilol administration of carvedilol (six months) and then after joint administration of carvedilol with vitamin E and C for another 6 months (carvedilol 12.5 mg, 3 times daily for 6 months, at a dose of 800UI/day vitamin E and 500mg/day vitamin C, single dose for 6 months).","Biochemical tests performed to test the antioxidant capacity of the drug carvedilol with / without vitamins E and C were the following: determining the activity of the following antioxidant enzymes: superoxide dismutase, catalase, glutathione peroxidase, glutathione S-transferase and glutathione reductase. Were also carried out determination of nonenzymatic antioxidants such as determining levels of reduced glutathione and vitamin E concentration in the blood of patients with chronic Chagas' disease before and after administration of carvedilol for 6 months and after this drug combination with vitamins E and C for over 6 months. Similarly we evaluated the lipid markers of damage, level of substances that react with thiobarbituric acid and protein damage, by determining the protein carbonyl content. We also analyzed the inflammatory markers such as nitric oxide levels and activity of the enzyme adenosine deaminase and myeloperoxidase.",286.0,21Y,70Y,UNKNOWN,,"inclusion criteria: we included only patients who had previously studied the oxidative stress in the year 2003 onwards, aged between 21 and 70 years active and regularly monitored in ambulatory chagas service of cardiology hucff diagnosed with chagas disease, and that maintained the same eating habits. we only included patients with chagas disease without other chronic diseases, apart from an endemic area for over 20 years.","exclusion criteria: patients were excluded from the study if they had any of the following characteristics: patients who have not completed the initial protocol of admission; patients previously treated with carvedilol; patients who were treated specifically for chagas' disease; patients with clinical or laboratory findings suggestive of severe liver or kidney disease or thyroid dysfunction; patients with a history of chronic obstructive pulmonary disease (all forms), chronic alcoholism or smoking; patients with anemia, obesity, hypertensive heart disease, diabetes mellitus or other systemic disease; patients with signs, symptoms or a history of ischemic heart disease confirmed after investigation",UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,No,,,NO,2012,Other,Upper middle,False
EUCTR2011-002900-34-ES,POPULATION PHARMACOKINETICS IN BENZNIDAZOL-TREATED ADULTS WITH CHRONIC CHAGAS DISEASE. BENZNIDAZOL PHARMACOKINETICS AND ADVERSE REACTIONS RELATIONSHIP. - POPULATION PHARMACOKINETICS IN BENZNIDAZOL-TREATED ADULTS WITH CHRONIC CHAGAS DISEASE,Chagas Disease,"The study will be held in 50 patients with Chronic Chagas Disease. <br>MedDRA version: 14.1
Level: LLT
Classification code 10008384
Term: Chagas' disease
System Organ Class: 10021881 - Infections and infestations
;Therapeutic area: Diseases [C] - Parasitic Diseases [C03]",ESP,Spain,Single Country,Product Name: BenznidazolPharmaceutical Form: TabletINN or Proposed INN: BenznidazolCAS Number: 0022994-85-0Other descriptive name: BenznidazolConcentration unit: mg milligram(s)Concentration type: equalConcentration number: 100-,EU Clinical Trials Register,2011-12-21,2012-03-07,INTERVENTIONAL,Unknown,NON-RANDOMIZED,NO,,,,PARALLEL,"Main Objective: To study population pharmacokinetics in Benznidazol-treated adult patients with Chronic Chagas Disease to get information to optimaze drug doses.;Secondary Objective: 1. To find relationship between Benznidazol pharmacokinetics and other different factors as demographic factors (age, weight, gender), biochemical factors (renal function, hepatic function) or physiopatological factors (adverse reactions), to try to understand drug's interindividual variability.2. To find if there is any relationship between drug's serum concentration and adverse reactions.;Primary end point(s): There is no study held before this one where Benznidazol's population pharmacokinetics have being analyzed, so this will be a pioneeringstudy. Because of that all the results will be collected.;Timepoint(s) of evaluation of this end point: Asuming the recruitment and treatment periods, about 18 month will be needed.","Secondary end point(s): To analyze if there is a relationship between Banznidazol's plasma concentration and the seriousness o frecuency of adverse reactions.;Timepoint(s) of evaluation of this end point: Asuming the recruitment and treatment periods, about 18 month will be needed.",286.0,18Y,64Y,MALE AND FEMALE,,inclusion criteria: - adult patients with chronic chagas disease diagnosed by 2 different and positive serological tests. - patients with chronic chagas disease who are going to start treatment with benznidazol. - any gender. - all the participants must agree to participate in the study and must sign the informed consent.are the trial subjects under 18? nonumber of subjects for this age range: f.1.2 adults (18-64 years) yesf.1.2.1 number of subjects for this age range 50f.1.3 elderly (>=65 years) nof.1.3.1 number of subjects for this age range,"exclusion criteria: - patients yonger than 18. - patients with previous hipersensitivity to benznidazol. - inmunocompromised patients as aids, cancer, chemoterapy, long-term corticoids need, primary inmunodeficiency, or any other. - hepatic dysfunction - renal dysfunction: serum creatinin higher than 3 mg/dl. - pregnancy or lactation. - low adhesion to treatment or check-up. - imposibility of follow-up. - severe adverse reaction to benznidazol. - any other situation that could be risky for the patient.",CRESIB- INTERNATIONAL RESEARCH CENTER IN HEALTH OF BARCELONA,No,,,YES,2011,Non-profit,High,False
NCT01489228,"PHASE 2 RANDOMIZED, MULTICENTER, PLACEBO-CONTROLLED, SAFETY AND EFFICACY STUDY TO EVALUATE THREE ORAL E1224 DOSING REGIMENS AND BENZNIDAZOLE FOR THE TREATMENT OF ADULT PATIENTS WITH CHRONIC INDETERMINATE CHAGAS DISEASE",Chagas Disease,"Chronic Chagas Disease, Indeterminate",BOL,Bolivia,Single Country,Drug: E1224;Drug: Benznidazole;Drug: Placebo,ClinicalTrials.gov,2011-11-24,,INTERVENTIONAL,PHASE II TRIAL,RANDOMIZED,,MASKING: BLINDED|DOUBLE,,EFFICACY,PARALLEL,Serial negative qualitative Polymerase Chain Reaction (PCR) results (3 negative PCR results from 3 samples to be collected over 7 days) as a measure of parasitological cure at end of treatment,"Consistently negative serial qualitative PCR as a measure of sustained parasitological eradication;Qualitative PCR as a measure of parasite eradication;Quantitative PCR as a measure of change in parasite load over time;Incidence of serological conversion to negative and changes in titers over time as measured by conventional and non-conventional serologies;Changes in the levels of biomarkers over time: brain natriuretic peptide, troponin T, selected prothrombotic factors, lytic antibodies, apolipoprotein A1 and multiplex serodiagnostic assay;Area under the plasma concentration versus time curve (AUC), Peak Plasma Concentration (Cmax), Minimum Plasma Concentration (Cmin), Clearance, Volume of Distribution , and Plasma Terminal Half-Life (t1/2) of ravuconazole and benznidazole;Incidence and severity of adverse events (clinical and laboratory);Incidence of Serious Adverse Events and/or adverse events leading to treatment discontinuation;Early and late predictors of sustainable response to treatments;Correlation of pharmacokinetic parameters with parasitological response, changes in biomarkers and safety outcomes",230.0,18Y,50Y,MALE AND FEMALE,,"screening criteria: - age >18 to - weight > 40 kg - diagnosis of t. cruzi infection by conventional serology (a minimum of two out of three positive tests [enzyme linked immunosorbent assay (elisa), indirect immunofluorescence (iif), or hemagglutination inhibition (hai)]) - signed, written informed consent form - no signs and/or symptoms of the chronic cardiac and/or digestive form of cd - no acute or chronic health conditions that may interfere with the efficacy and/or safety evaluation of the study drug - no formal contraindication to bzn and e1224 - no known history of hypersensitivity, allergic, or serious adverse reactions to the study drugs - no history of cd treatment with bzn or nfx at any time in the past - no history of systemic treatment with itraconazole, ketoconazole, posaconazole, isavuconazole, or allopurinol in the past inclusion criteria: - confirmed diagnosis of t. cruzi infection by serial qualitative pcr and conventional serology - women in reproductive age must have a negative serum pregnancy test at screening, must not be breastfeeding, and consistently use and/or have partner consistently use an adequate contraceptive method - normal ecg at screening","exclusion criteria: - abnormal laboratory test values at screening for the following parameters: total white blood cells (wbc) count, platelet count, alanine transaminase (alt), aspartate transaminase (ast), total bilirubin, or creatinine; or gamma-glutamyl transferase (ggt) - history of alcohol abuse or any other drug addiction (as specified in the study manual of operations) - any condition that prevents the patient from taking oral medication - any concomitant use of antimicrobial or antiparasitic agents",DRUGS FOR NEGLECTED DISEASES,No,,,YES,2011,Non-profit,Upper middle,False
EUCTR2011-002022-41-ES,"ASSESSMENT OF THERAPEUTIC RESPONSE TO BENZNIDAZOLE IN PATIENTS WITH CHRONIC CHAGAS DISEASE BY MEASURING PLASMA PARASITE LOAD AND THE SPECIFIC IMMUNE RESPONSE AGAINST TRYPANOSOMA CRUZI. A RANDOMIZED, OPEN LABEL, PILOT CLINICAL TRIAL",Chagas Disease,"Chagas disease <br>MedDRA version: 14.0
Level: LLT
Classification code 10008384
Term: Chagas' disease
System Organ Class: 10021881 - Infections and infestations
;Therapeutic area: Diseases [C] - Parasitic Diseases [C03]",ESP,Spain,Single Country,Trade Name: RadanilProduct Name: BenznidazolPharmaceutical Form: TabletINN or Proposed INN: BENZNIDAZOLECAS Number: 22994-85-0Current Sponsor code: BenznidazoleConcentration unit: mg milligram(s)Concentration type: equalConcentration number: 100-,EU Clinical Trials Register,2011-07-12,2011-10-13,INTERVENTIONAL,Unknown,RANDOMIZED,NO,OPEN LABEL,,,PARALLEL,"Main Objective: ? To compare the evolution of the parasite load at baseline and during therapy with benznidazole and in the following 16 months after therapy, in treated and untreated patients.? To compare the evolution of the specific immune response against T. cruzi atbaseline and during therapy with benznidazole and in the following 16 months after therapy, in treated and untreated patients.;Secondary Objective: ? To evaluate and standardized molecular and immunological techniques for usein clinical practice.? To describe the safety profile of treatment with benznidazole. ? To evaluate quantitative PCR and the specific immune response against T. cruzi as long term response surrogate markers.;Primary end point(s): The change in parasite load from baseline by quantitative PCR and the development of a specific immune response against T. cruzi analising of the frequency of T. cruzi specific T-cells secreting ?-IFN and IL-2, as well as measurements of the degree of activation of CD4 and CD8 T lymphocytes and B lymphocytes.;Timepoint(s) of evaluation of this end point: At baseline, day +15, day +60, month +5, month +11 and month +18.",Secondary end point(s): Adverse events reported;Timepoint(s) of evaluation of this end point: Day +15 and day +60.,286.0,>20Y,<50Y,MALE AND FEMALE,,"inclusion criteria: ?participant willing and able to give informed consent for participation in the study?ability to understand study procedures and to comply with them for the entire length of the study?men and women, more than 20 and less than 50 years old with asymptomatic chronic chagas disease?no urgent need for benznidazole therapy?detectable t. cruzi in blood (positive qualitative pcr)?for women of childbearing age an effective contraceptive method must be used during the treatment period and in the month following treatmentare the trial subjects under 18? nonumber of subjects for this age range: f.1.2 adults (18-64 years) yesf.1.2.1 number of subjects for this age range 40f.1.3 elderly (>=65 years) nof.1.3.1 number of subjects for this age range","exclusion criteria: ?symptomatic acute or chronic chagas disease?current pregnancy?previous therapy with benznidazole, nifurtimox or any other tripanocidal drug?severe hepatic or renal impairment?inability to give written informed consent",FUNDACIÓN PARA LA INVESTIGACIÓN BIOMÉDICA DEL HOSPITAL RAMÓN Y CAJAL,No,,,YES,2011,Non-profit,High,False
NCT01377480,"PHASE 2 PROOF-OF-ACTIVITY STUDY OF ORAL POSACONAZOLE IN THE TREATMENT OF ASYMPTOMATIC CHRONIC CHAGAS DISEASE (PHASE 2, PROTOCOL NO. P05267)",Chagas Disease,Chagas Disease,ARG|DEU|ESP|MEX|CHL|COL|GTM,Argentina;Chile;Colombia;Germany;Guatemala;Mexico;Spain,Multi-Country,Drug: Posaconazole;Drug: Placebo for posaconazole;Drug: Benznidazole,ClinicalTrials.gov,2011-05-13,2011-07-06,INTERVENTIONAL,PHASE II TRIAL,RANDOMIZED,,MASKING: BLINDED|DOUBLE,TREATMENT,,PARALLEL,Percentage of Participants With a Successful Response as Measured by Qualitative Polymerase Chain Reaction,,120.0,18Y,50Y,MALE AND FEMALE,,"inclusion criteria: - must have a positive serology result for trypanosoma cruzi on any 2 of 3 of the following tests: indirect immunofluorescence, indirect hemagglutination, or enzyme-linked immunoabsorbent assay (elisa) - must have a positive qualitative polymerase chain reaction (pcr) for trypanosoma cruzi - must have a normal 12-lead electrocardiogram (ecg) - must have a normal 2-d echocardiogram - must have no evidence of ventricular tachycardia on 24-hour holter monitoring - female participants of childbearing age must be using a medically accepted method of birth control before beginning study drug treatment and must agree to continue its use during the study, or must have been surgically sterilized - female participants of childbearing potential must have a negative serum beta-human chorionic gonadotropin (hcg) pregnancy test at screening and a negative urine pregnancy test at baseline or within 72 hours before the start of study drug","exclusion criteria: - are breastfeeding, pregnant, or planning to become pregnant - body weight - have an immunodeficiency or are immunosuppressed - history of megacolon with obstipation or megaesophagus with severe swallowing impairment. - have previously received treatment with benznidazole or nifurtimox - known allergy/sensitivity to azoles - has aspartate aminotransferase (ast) or alanine aminotransferase (alt) levels greater than 2.5 times the upper limit of normal at screening - has serum creatinine >2.5 mg/dl or 200 micromoles at screening - has a history of severe alcohol abuse within two years from screening - is taking any of the prohibited medication",MERCK SHARP & DOHME CORP,YES,,10/08/2015,YES,2011,Industry,Upper middle,True
RBR-88btzp,"A RANDOMIZED, OPEN-LABEL, CROSSOVER CLINICAL TRIAL FOR EVALUATION OF IMPACT OF THE IMPLANTATION OF AN ANTICOAGULATION CLINIC IN THE ASSISTANCE OF CHAGAS AND NON-CHAGAS DISEASE PATIENTS AT THE HOSPITAL OF CLINICS OF THE UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG",Chagas Disease,"Heart Diseases
Chagas Disease
Hemorrhage
Thrombosis;C03.752.300.900.200;D03.438.150.446.520.914;C14.907.355;C14.280.067.198;C23.550.414",BRA,Brazil,Single Country,"Implantation of an anticoagulation clinic to provide care for Chagas and non-Chagas disease patientsControl group: 140 patients will be assisted by the assistent physician/usual clinical practice to control oral anticoagulation (information about dosing regimen, warfarin dosing adjustments, establishment of intervals for laboratory tests)Treatment group: 140 patients will be assisted by the specialized clinic on the control of oral anticoagulation in order to make warfarin dosing adjustments, education, establishment of intervals for laboratory tests, management of complications and other standardized procedures according to specific protocol.;other;E01.450.375.115.320;N04.590.233.675",REBEC,2011-05-10,,INTERVENTIONAL,PHASE IV TRIAL,RANDOMIZED,,OPEN LABEL,,,CROSS-OVER,"Calculation of the Time of International Normalized Ratio (INR) in therapeutic range. The method proposed by Rosendaal will be applied to calculate the percentage of the time within the therapeutic range for the target INR 2-3 and 2,5-3,5, defined for each clinical conditionTime Frame: 1 year","Hemorrhagic events Safety Issue Criteria Minor bleeding (any type of bleeding that did not required hospitalization, specific procedures and/or hemotransfusion) Major bleeding (any type of bleeding that required hospitalization, specific procedures and/or hemotransfusion) Fatal bleeding: bleeding involved directly to patient's death Time Frame: 1 year ;Thromboembolic events Safety Issue Criteria: Evidence of thromboembolic event confirmed by appropriate image exam, including deep or superficial venous thrombosis, systemic thrombosis, heart thrombus, isquemic stroke Time Frame: 1 year",286.0,NOT SPECIFIED,NOT SPECIFIED,UNKNOWN,,inclusion criteria: outpatients chagas and non-chagas disease patients any indication for chronic treatment with warfarin anticoagulation for at least 30 days.,exclusion criteria: refusal to participate in the study use of phenprocoumon expectation of treatment lower than 1 year difficulties to attend medical visits participation in any other type of research involving anticoagulation during this study period,UNIVERSIDADE FEDERAL DE MINAS GERAIS,No,,,YES,2011,Other,Upper middle,False
NCT01340963,PROGNOSTIC VALUE OF THE SPECTRAL TURBULENCE ANALYSIS OF THE SIGNAL-AVERAGED ELECTROCARDIOGRAM IN CHAGAS HEART DISEASE,Chagas Disease,Chagas Cardiomyopathy;Cardiac Arrhythmia;Stroke;Left Ventricular Function Systolic Dysfunction;Cardiac Death,BRA|USA,United States;Brazil;United States;Brazil,Multi-Country,,ClinicalTrials.gov,2011-04-21,,OBSERVATIONAL,NOT APPLICABLE,,,,,,,Cardiac death [Time Frame: up to 10 years ],"Ventricular tachycardia;Stroke, either fatal or nonfatal;Persistent atrial fibrillation;Cardiac function and dimensions",100.0,18Y,75Y,MALE AND FEMALE,,inclusion criteria: - clinically stable outpatients with at least 10 years of regular outpatients follow-up and positive epidemiological history and serological confirmation of chagas disease with ate least two immunological tests,exclusion criteria: - any degree of atrioventricular block or non-sinus rhythm - previous documented acute coronary events (due to documented obstructive epicardial coronary vessels) - chronic obstructive pulmonary disease - rheumatic valvular heart disease - alcohol addiction - thyroid dysfunction - abnormal serum electrolytes and biochemical abnormalities,UNIVERSIDADE GAMA FILHO,No,,,NO,2011,Other,Upper middle,False
NCT01162967,"PROTOCOL FOR PHASE II CLINICAL TRIAL, RANDOMIZED AND OPEN FOR ETIOLOGICAL TREATMENT OF CHRONIC CHAGAS DISEASE WITH POSACONAZOLE AND BENZNIDAZOLE",Chagas Disease,Chagas Disease,ESP,Spain,Single Country,Drug: Benznidazole;Drug: Posaconazole,ClinicalTrials.gov,2010-05-20,,INTERVENTIONAL,PHASE II TRIAL,RANDOMIZED,,OPEN LABEL,,EFFICACY,PARALLEL,Parasitological cure measured by a real time PCR in blood sample,Parasitological cure measured by real time PCR in blood sample;Safety and tolerability of both drugs,78.0,18Y,NO LIMIT,MALE AND FEMALE,,inclusion criteria: - consenting patients with serological evidence of chagas infection and positive pcr real time,exclusion criteria: -,HOSPITAL UNIVERSITARI VALL D'HEBRON RESEARCH INSTITUTE,No,,,YES,2010,Non-profit,High,False
ACTRN12610000299000,EVALUATION OF THE PREVALENCE OF THE CARDIAC FORM OF CHAGAS DISEASE AND PERFORMANCE OF RAPID DIAGNOSTIC TESTS IN HOSPITALS OF ENDEMIC AREAS OF ECUADOR,Chagas Disease,Cardiac Chagas disease; <br>Cardiac Chagas disease;Cardiovascular - Other cardiovascular diseases;Infection - Studies of infection and infectious agents;Infection - Other infectious diseases,ECU,Ecuador,Single Country,"Evaluation of types and prevalence of electrocardiographic abnormalities in cardiac patients suffering from Chagas disease at the time of recrutiment into the study. Although the participation of each participant is limited to the time in which he/she is recruited into the study, participant recruitment is expected to span a total of 36 months.",ANZCTR,2010-04-14,2010-05-01,OBSERVATIONAL,NOT APPLICABLE,,,,,,,Chagas disease seroprevalence[At the time of patient recruitment],"Electrocardiographic abnormalities (right bundle branch block, left bundle branch block, ventricular extrasystoles, altered ventricular repolarization, Q-waves, Atrioventricular block, sinoatrial node disfunction, supraventricular tachiarrithmia, atrial fibrilation)[At the time of patient recruitment]",2000.0,1Y,NO LIMIT,MALE AND FEMALE,,inclusion criteria: all patients obtaining medical care at public hospitals in areas endemic for chagas disease in ecuador will be invited to participate in the study. all races will be included.,"exclusion criteria: any patients age one or younger will be excluded due to the difficulty of drawing blood from them and the discomfort they would suffer. if consent from the legal representative of a minor cannot be obtained at the time of the visit to the cardiologist, the minor will be excluded from the study.",JAIME COSTALES,No,,,YES,2010,Other,Upper middle,False
